"TreeID","X","Y","Elevation","Height_m","CBH_m","MinCrownDia_m","MaxCrownDia_m","rotation","R","G","B","DBH_m","LeanFromVertical","LeanAzimuth","StatusCode"
"54_1_ABAM",419464.289062,5288577.99768,0,26.8553406804196,16.1132044082517,4.29685450886713,4.29685450886713,0,0,192,0,0.4,0,0,0
"54_2_ABAM",419456.739062,5288591.07467,0,28.7789805882522,17.2673883529513,4.60463689412035,4.60463689412035,0,0,192,0,0.435,0,0,0
"54_3_TSHE",419460.430139,5288591.45535,0,24.0485134105431,14.4291080463259,3.8477621456869,3.8477621456869,0,255,192,0,0.324,0,0,0
"54_4_ABAM",419466.226784,5288593.77917,0,15.5124127900432,9.30744767402593,2.48198604640692,2.48198604640692,0,255,192,0,0.222,0,0,0
"54_5_TSHE",419469.17995,5288591.43529,0,27.8772501983811,16.7263501190287,4.46036003174097,4.46036003174097,0,255,192,0,0.396,0,0,0
"54_6_ABAM",419473.638357,5288591.34986,0,21.7242507536778,13.0345504522067,3.47588012058846,3.47588012058846,0,255,192,0,0.314,0,0,0
"54_7_TSHE",419476.496832,5288591.08891,0,22.1860011564448,13.3116006938669,3.54976018503118,3.54976018503118,0,255,192,0,0.292,0,0,0
"54_8_ABAM",419477.313579,5288587.11755,0,12.2646021898346,7.35876131390076,1.96233635037354,1.96233635037354,0,0,192,0,0.178,0,0,0
"54_9_TSHE",419479.214708,5288587.32426,0,12.6049868208527,7.5629920925116,2.01679789133643,2.01679789133643,0,0,192,0,0.153,0,0,0
"54_10_TSHE",419480.093823,5288586.40122,0,26.7041572093123,16.0224943255874,4.27266515348997,4.27266515348997,0,0,192,0,0.373,0,0,0
"54_11_ABAM",419480.516615,5288582.34584,0,22.1023608686472,13.2614165211883,3.53637773898356,3.53637773898356,0,255,192,0,0.32,0,0,0
"54_12_TSHE",419480.357805,5288572.14914,0,31.5991002145831,18.9594601287498,5.05585603433329,5.05585603433329,0,0,192,0,0.475,0,0,0
"54_13_ABAM",419482.26403,5288572.15726,0,20.8295326822396,12.4977196093437,3.33272522915833,3.33272522915833,0,0,192,0,0.3,0,0,0
"54_14_ABAM",419477.575155,5288570.01459,0,18.4465384537891,11.0679230722735,2.95144615260626,2.95144615260626,0,255,192,0,0.264,0,0,0
"54_15_ABAM",419480.535297,5288569.35941,0,19.6530506246628,11.7918303747977,3.14448809994605,3.14448809994605,0,255,192,0,0.282,0,0,0
"54_16_ABAM",419474.54211,5288567.74463,0,29.944072129825,17.966443277895,4.791051540772,4.791051540772,0,255,192,0,0.457,0,0,0
"54_17_ABAM",419472.290842,5288565.19216,0,24.5439860382759,14.7263916229655,3.92703776612414,3.92703776612414,0,255,192,0,0.36,0,0,0
"54_18_ABAM",419464.001097,5288561.5002,0,26.9115446927997,16.1469268156798,4.30584715084796,4.30584715084796,0,255,192,0,0.401,0,0,0
"54_19_ABAM",419459.035035,5288558.38939,0,28.5635731241772,17.1381438745063,4.57017169986835,4.57017169986835,0,255,192,0,0.431,0,0,0
"54_20_ABAM",419455.371816,5288558.87459,0,32.2780801298225,19.3668480778935,5.1644928207716,5.1644928207716,0,255,192,0,0.503,0,0,0
"54_21_ABAM",419450.726243,5288561.83414,0,32.3273594945149,19.3964156967089,5.17237751912239,5.17237751912239,0,255,192,0,0.504,0,0,0
"54_22_TSHE",419445.762572,5288564.5374,0,31.376392809621,18.8258356857726,5.02022284953936,5.02022284953936,0,255,192,0,0.47,0,0,0
"54_23_TSHE",419446.796667,5288568.30149,0,28.7654849396515,17.2592909637909,4.60247759034424,4.60247759034424,0,255,192,0,0.414,0,0,0
"54_24_ABAM",419449.570137,5288576.45066,0,19.0535847507255,11.4321508504353,3.04857356011608,3.04857356011608,0,255,192,0,0.273,0,0,0
"54_25_ABAM",419448.398747,5288578.55258,0,27.9653826518307,16.7792295910984,4.47446122429292,4.47446122429292,0,255,192,0,0.42,0,0,0
"54_26_ABAM",419443.460924,5288584.76515,0,28.4554488456617,17.073269307397,4.55287181530587,4.55287181530587,0,255,192,0,0.429,0,0,0
"54_27_ABAM",419447.502945,5288582.18293,0,24.6033145884558,14.7619887530735,3.93653033415294,3.93653033415294,0,255,192,0,0.361,0,0,0
"54_28_TSHE",419449.943857,5288585.30693,0,22.1260176505632,13.2756105903379,3.54016282409011,3.54016282409011,0,255,192,0,0.291,0,0,0
"54_29_ABAM",419454.355447,5288588.28424,0,29.3126486665012,17.5875891999007,4.69002378664019,4.69002378664019,0,255,192,0,0.445,0,0,0
"54_30_ABAM",419458.249778,5288586.95129,0,22.0395627423345,13.2237376454007,3.52633003877353,3.52633003877353,0,255,192,0,0.319,0,0,0
"54_31_TSHE",419462.535215,5288587.94424,0,30.8352173623449,18.5011304174069,4.93363477797519,4.93363477797519,0,255,192,0,0.458,0,0,0
"54_32_TSHE",419463.178377,5288585.01027,0,26.9113617625979,16.1468170575588,4.30581788201567,4.30581788201567,0,255,192,0,0.377,0,0,0
"54_33_ABAM",419466.779682,5288581.98351,0,27.135614039756,16.2813684238536,4.34169824636097,4.34169824636097,0,255,192,0,0.405,0,0,0
"54_34_TSHE",419468.397102,5288587.22449,0,27.5754492159716,16.545269529583,4.41207187455546,4.41207187455546,0,255,192,0,0.39,0,0,0
"54_35_TSHE",419474.395831,5288587.09786,0,30.0051943070296,18.0031165842178,4.80083108912474,4.80083108912474,0,255,192,0,0.44,0,0,0
"54_36_ABAM",419475.059272,5288584.72766,0,24.3058559442536,14.5835135665522,3.88893695108058,3.88893695108058,0,0,192,0,0.356,0,0,0
"54_37_TSHE",419477.176129,5288583.46792,0,26.9113617625979,16.1468170575588,4.30581788201567,4.30581788201567,0,255,192,0,0.377,0,0,0
