"TreeID","X","Y","Elevation","Height_m","CBH_m","MinCrownDia_m","MaxCrownDia_m","rotation","R","G","B","DBH_m","LeanFromVertical","LeanAzimuth","StatusCode"
"55_1_ABAM",419433.912701,5288633.91136,0,18.6497331994923,11.1898399196954,2.98395731191876,2.98395731191876,0,0,192,0,0.267,0,0,0
"55_2_ABAM",419420.198024,5288625.67075,0,28.5635731241772,17.1381438745063,4.57017169986835,4.57017169986835,0,255,192,0,0.431,0,0,0
"55_3_TSHE",419423.188079,5288624.91233,0,41.8244332854849,25.0946599712909,6.69190932567758,6.69190932567758,0,255,192,0,0.749,0,0,0
"55_4_ABAM",419422.280259,5288627.46339,0,16.013009398857,9.60780563931422,2.56208150381713,2.56208150381713,0,0,192,0,0.229,0,0,0
"55_5_ABAM",419437.711401,5288624.0154,0,29.4185602333562,17.6511361400137,4.706969637337,4.706969637337,0,255,192,0,0.447,0,0,0
"55_6_ABAM",419443.573584,5288625.21266,0,27.247202898782,16.3483217392692,4.35955246380512,4.35955246380512,0,255,192,0,0.407,0,0,0
"55_7_TSHE",419433.912701,5288633.91136,0,4.37552143706561,2.62531286223937,0.700083429930498,0.700083429930498,0,0,192,0,0.051,0,0,0
"55_8_PISI",419450.446402,5288629.17039,0,16.763244726604,10.0579468359624,2.68211915625664,2.68211915625664,0,0,192,0,0.255,0,0,0
"55_9_ABAM",419452.728521,5288627.43255,0,26.5165363400943,15.9099218040566,4.24264581441509,4.24264581441509,0,0,192,0,0.394,0,0,0
"55_11_ABAM",419433.912701,5288633.91136,0,6.62191955107862,3.97315173064717,1.05950712817258,1.05950712817258,0,0,192,0,0.105,0,0,0
"55_12_TSHE",419450.073238,5288635.04141,0,18.443178865627,11.0659073193762,2.95090861850032,2.95090861850032,0,0,192,0,0.233,0,0,0
"55_13_TSHE",419448.620005,5288638.12861,0,15.1300815189131,9.07804891134784,2.42081304302609,2.42081304302609,0,255,192,0,0.186,0,0,0
"55_14_TSHE",419445.90569,5288641.69969,0,23.9352363272617,14.361141796357,3.82963781236188,3.82963781236188,0,255,192,0,0.322,0,0,0
"55_15_ABAM",419446.690869,5288643.5404,0,10.4286272228275,6.25717633369653,1.66858035565241,1.66858035565241,0,0,192,0,0.154,0,0,0
"55_10_TSHE",419452.751905,5288628.15163,0,14.3073206883163,8.58439241298976,2.2891713101306,2.2891713101306,0,0,192,0,0.175,0,0,0
"55_16_ABAM",419444.931461,5288643.48982,0,8.79786158495934,5.2787169509756,1.40765785359349,1.40765785359349,0,0,192,0,0.133,0,0,0
"55_17_ABAM",419445.393734,5288647.11877,0,33.396542410926,20.0379254465556,5.34344678574816,5.34344678574816,0,255,192,0,0.526,0,0,0
"55_18_ABAM",419442.526055,5288644.17635,0,10.1966999584986,6.11801997509919,1.63147199335978,1.63147199335978,0,0,192,0,0.151,0,0,0
