"TreeID","X","Y","Elevation","Height_m","CBH_m","MinCrownDia_m","MaxCrownDia_m","rotation","R","G","B","DBH_m","LeanFromVertical","LeanAzimuth","StatusCode"
"52_1_TSHE",419258.229177,5288425.2063,0,29.7234838983924,17.8340903390354,4.75575742374278,4.75575742374278,0,0,192,0,0.434,0,0,0
"52_2_TSHE",419243.039557,5288417.79782,0,31.9521047096445,19.1712628257867,5.11233675354312,5.11233675354312,0,255,192,0,0.483,0,0,0
"52_3_TSHE",419240.441908,5288419.76818,0,34.396345684461,20.6378074106766,5.50341530951376,5.50341530951376,0,255,192,0,0.541,0,0,0
"52_4_TSHE",419239.255215,5288424.21191,0,30.5150806065476,18.3090483639286,4.88241289704761,4.88241289704761,0,255,192,0,0.451,0,0,0
"52_5_ABAM",419238.619438,5288430.8293,0,29.4185602333562,17.6511361400137,4.706969637337,4.706969637337,0,255,192,0,0.447,0,0,0
"52_6_ABAM",419240.593078,5288429.27791,0,31.6819991242106,19.0091994745264,5.0691198598737,5.0691198598737,0,0,192,0,0.491,0,0,0
"52_7_ABAM",419244.235502,5288430.0247,0,31.5817944684196,18.9490766810517,5.05308711494713,5.05308711494713,0,0,192,0,0.489,0,0,0
"52_8_ABAM",419244.384249,5288434.54482,0,21.3429500391193,12.8057700234716,3.41487200625908,3.41487200625908,0,255,192,0,0.308,0,0,0
"52_9_TSHE",419247.870683,5288435.20938,0,30.6984231038682,18.4190538623209,4.91174769661892,4.91174769661892,0,255,192,0,0.455,0,0,0
"52_10_TSHE",419251.231544,5288435.19995,0,29.0077756371451,17.4046653822871,4.64124410194322,4.64124410194322,0,255,192,0,0.419,0,0,0
"52_11_ABAM",419251.419319,5288438.57139,0,27.1914454893685,16.3148672936211,4.35063127829896,4.35063127829896,0,255,192,0,0.406,0,0,0
"52_12_ABAM",419250.917881,5288440.88542,0,27.1914454893685,16.3148672936211,4.35063127829896,4.35063127829896,0,255,192,0,0.406,0,0,0
"52_13_TSHE",419253.763851,5288440.77873,0,28.5702812086324,17.1421687251795,4.57124499338119,4.57124499338119,0,255,192,0,0.41,0,0,0
"52_14_ABAM",419254.812765,5288437.95652,0,33.0110256837018,19.8066154102211,5.28176410939228,5.28176410939228,0,255,192,0,0.518,0,0,0
"52_15_ABAM",419258.229177,5288438.1063,0,28.1839018688064,16.9103411212838,4.50942429900902,4.50942429900902,0,255,192,0,0.424,0,0,0
"52_16_ABAM",419259.588806,5288440.74693,0,26.4029957389957,15.8417974433974,4.22447931823931,4.22447931823931,0,0,192,0,0.392,0,0,0
"52_17_ABAM",419261.593824,5288437.76333,0,31.6819991242106,19.0091994745264,5.0691198598737,5.0691198598737,0,0,192,0,0.491,0,0,0
"52_18_ABAM",419263.461349,5288438.83657,0,27.3028864249357,16.3817318549614,4.36846182798971,4.36846182798971,0,255,192,0,0.408,0,0,0
"52_19_ABAM",419267.557309,5288437.58515,0,27.0237283910661,16.2142370346397,4.32379654257058,4.32379654257058,0,255,192,0,0.403,0,0,0
"52_20_TSHE",419270.875745,5288439.25173,0,34.1115381534211,20.4669228920527,5.45784610454738,5.45784610454738,0,255,192,0,0.534,0,0,0
"52_21_ABAM",419272.685236,5288429.90335,0,33.635624339971,20.1813746039826,5.38169989439537,5.38169989439537,0,0,192,0,0.531,0,0,0
"52_22_TSHE",419268.531575,5288432.96971,0,31.9959459628229,19.1975675776937,5.11935135405167,5.11935135405167,0,255,192,0,0.484,0,0,0
"52_23_ABAM",419274.965248,5288426.67051,0,19.6530506246628,11.7918303747977,3.14448809994605,3.14448809994605,0,0,192,0,0.282,0,0,0
"52_24_TSHE",419273.308483,5288424.41602,0,34.5175940856153,20.7105564513692,5.52281505369845,5.52281505369845,0,255,192,0,0.544,0,0,0
"52_25_ABAM",419275.72127,5288419.18328,0,34.7637455356993,20.8582473214196,5.56219928571189,5.56219928571189,0,0,192,0,0.555,0,0,0
