"TreeID","X","Y","Elevation","Height_m","CBH_m","MinCrownDia_m","MaxCrownDia_m","rotation","R","G","B","DBH_m","LeanFromVertical","LeanAzimuth","StatusCode"
"53_1_TSHE",419284.045392,5288434.05526,0,27.2707002269981,16.3624201361989,4.3633120363197,4.3633120363197,0,0,192,0,0.384,0,0,0
"53_2_ABAM",419266.724884,5288444.05526,0,29.8918220007313,17.9350932004388,4.78269152011701,4.78269152011701,0,255,192,0,0.456,0,0,0
"53_3_ABAM",419270.097602,5288444.95247,0,22.5394993979548,13.5236996387729,3.60631990367276,3.60631990367276,0,0,192,0,0.327,0,0,0
"53_4_ABAM",419272.937748,5288443.37568,0,31.4813419201227,18.8888051520736,5.03701470721964,5.03701470721964,0,0,192,0,0.487,0,0,0
"53_5_ABAM",419273.740781,5288445.49969,0,27.8007391939703,16.6804435163822,4.44811827103525,4.44811827103525,0,255,192,0,0.417,0,0,0
"53_6_TSHE",419278.130051,5288445.1804,0,34.3558218360115,20.6134931016069,5.49693149376184,5.49693149376184,0,255,192,0,0.54,0,0,0
"53_7_TSHE",419280.876216,5288446.76614,0,26.3907581707272,15.8344549024363,4.22252130731635,4.22252130731635,0,255,192,0,0.367,0,0,0
"53_8_ABAM",419284.256567,5288446.15342,0,33.0110256837018,19.8066154102211,5.28176410939228,5.28176410939228,0,0,192,0,0.518,0,0,0
"53_9_TSHE",419286.926608,5288448.87783,0,27.1684528350708,16.3010717010425,4.34695245361132,4.34695245361132,0,255,192,0,0.382,0,0,0
"53_10_TSHE",419289.688725,5288449.56019,0,25.9147121017948,15.5488272610769,4.14635393628717,4.14635393628717,0,255,192,0,0.358,0,0,0
"53_11_ABAM",419296.156656,5288447.50618,0,32.4748379581919,19.4849027749151,5.1959740733107,5.1959740733107,0,255,192,0,0.507,0,0,0
"53_12_ABAM",419299.884584,5288449.89445,0,25.3672496304676,15.2203497782806,4.05875994087482,4.05875994087482,0,255,192,0,0.374,0,0,0
"53_13_ABAM",419295.550349,5288443.04392,0,34.2975602048733,20.578536122924,5.48760963277972,5.48760963277972,0,0,192,0,0.545,0,0,0
"53_14_TSHE",419297.096225,5288440.14096,0,31.9959459628229,19.1975675776937,5.11935135405167,5.11935135405167,0,255,192,0,0.484,0,0,0
"53_15_TSHE",419296.15729,5288437.52829,0,27.0144519181407,16.2086711508844,4.32231230690252,4.32231230690252,0,255,192,0,0.379,0,0,0
"53_16_TSHE",419300.653908,5288432.30964,0,28.5702812086324,17.1421687251795,4.57124499338119,4.57124499338119,0,255,192,0,0.41,0,0,0
"53_17_ABAM",419298.046812,5288428.95916,0,32.2287406141309,19.3372443684785,5.15659849826094,5.15659849826094,0,0,192,0,0.502,0,0,0
"53_18_TSHE",419298.722127,5288424.52408,0,28.5212879647261,17.1127727788357,4.56340607435618,4.56340607435618,0,255,192,0,0.409,0,0,0
"53_19_TSHE",419294.739155,5288421.7535,0,29.6290069697957,17.7774041818774,4.7406411151673,4.7406411151673,0,255,192,0,0.432,0,0,0
"53_20_ABAM",419293.007055,5288419.14055,0,28.4554488456617,17.073269307397,4.55287181530587,4.55287181530587,0,255,192,0,0.429,0,0,0
"53_21_TSHE",419290.638468,5288417.73683,0,29.4391830097858,17.6635098058715,4.71026928156573,4.71026928156573,0,255,192,0,0.428,0,0,0
"53_22_TSHE",419286.341749,5288417.71584,0,33.3667022759742,20.0200213655845,5.33867236415587,5.33867236415587,0,255,192,0,0.516,0,0,0
"53_23_TSHE",419281.554194,5288416.32946,0,28.3245389140736,16.9947233484442,4.53192622625178,4.53192622625178,0,255,192,0,0.405,0,0,0
"53_24_TSHE",419277.80979,5288417.81096,0,33.8240396994385,20.2944238196631,5.41184635191015,5.41184635191015,0,255,192,0,0.527,0,0,0
"53_25_TSHE",419276.395392,5288420.80507,0,27.2707002269981,16.3624201361989,4.3633120363197,4.3633120363197,0,255,192,0,0.384,0,0,0
"53_26_TSHE",419271.06836,5288430.33416,0,30.5150806065476,18.3090483639286,4.88241289704761,4.88241289704761,0,255,192,0,0.451,0,0,0
"53_27_TSHE",419268.954591,5288433.52828,0,32.4309425204533,19.458565512272,5.18895080327253,5.18895080327253,0,255,192,0,0.494,0,0,0
"53_28_ABAM",419270.044916,5288439.71182,0,28.7252334832298,17.2351400899379,4.59603735731676,4.59603735731676,0,0,192,0,0.434,0,0,0
"53_29_TSHE",419275.57056,5288442.83121,0,18.1733914472651,10.9040348683591,2.90774263156242,2.90774263156242,0,255,192,0,0.229,0,0,0
"53_30_TSHE",419280.319238,5288441.69501,0,31.1970571390802,18.7182342834481,4.99152914225284,4.99152914225284,0,255,192,0,0.466,0,0,0
"53_31_ABAM",419285.005687,5288440.88811,0,31.6819991242106,19.0091994745264,5.0691198598737,5.0691198598737,0,0,192,0,0.491,0,0,0
"53_32_ABAM",419288.629231,5288441.68405,0,32.7194442349611,19.6316665409767,5.23511107759378,5.23511107759378,0,0,192,0,0.512,0,0,0
"53_33_TSHE",419295.348085,5288431.44583,0,31.4210636682678,18.8526382009607,5.02737018692284,5.02737018692284,0,255,192,0,0.471,0,0,0
"53_34_TSHE",419289.444315,5288423.90136,0,29.3438326266546,17.6062995759928,4.69501322026474,4.69501322026474,0,255,192,0,0.426,0,0,0
"53_35_TSHE",419289.750739,5288421.82011,0,30.3768544332612,18.2261126599567,4.86029670932179,4.86029670932179,0,255,192,0,0.448,0,0,0
"53_36_TSHE",419283.556799,5288420.06379,0,30.5150806065476,18.3090483639286,4.88241289704761,4.88241289704761,0,255,192,0,0.451,0,0,0
"53_37_TSHE",419280.827831,5288421.15033,0,33.3667022759742,20.0200213655845,5.33867236415587,5.33867236415587,0,255,192,0,0.516,0,0,0
"53_38_TSHE",419277.296123,5288426.01179,0,30.5610186037358,18.3366111622415,4.88976297659774,4.88976297659774,0,255,192,0,0.452,0,0,0
"53_39_TSHE",419275.955222,5288428.17741,0,33.0720579583885,19.8432347750331,5.29152927334215,5.29152927334215,0,255,192,0,0.509,0,0,0
"53_40_TSHE",419271.237489,5288437.24863,0,33.782746005617,20.2696476033702,5.40523936089873,5.40523936089873,0,255,192,0,0.526,0,0,0
"53_41_ABAM",419274.909938,5288438.12263,0,26.9676738770087,16.1806043262052,4.3148278203214,4.3148278203214,0,255,192,0,0.402,0,0,0
"53_42_ABAM",419279.093826,5288439.55453,0,31.8816689799985,19.1290013879991,5.10106703679976,5.10106703679976,0,0,192,0,0.495,0,0,0
"53_43_ABAM",419286.569079,5288438.25538,0,28.6175299012259,17.1705179407355,4.57880478419614,4.57880478419614,0,0,192,0,0.432,0,0,0
"53_44_TSHE",419291.79411,5288437.02972,0,27.1684528350708,16.3010717010425,4.34695245361132,4.34695245361132,0,255,192,0,0.382,0,0,0
"53_45_TSHE",419289.914278,5288435.30273,0,26.8596890459498,16.1158134275699,4.29755024735196,4.29755024735196,0,255,192,0,0.376,0,0,0
"53_46_TSHE",419291.703211,5288433.25039,0,27.7267148889258,16.6360289333555,4.43627438222813,4.43627438222813,0,255,192,0,0.393,0,0,0
"53_47_TSHE",419291.197268,5288430.25254,0,28.6191973017901,17.1715183810741,4.57907156828641,4.57907156828641,0,255,192,0,0.411,0,0,0
"53_48_TSHE",419286.942949,5288425.64015,0,31.8642336917,19.11854021502,5.098277390672,5.098277390672,0,255,192,0,0.481,0,0,0
"53_49_TSHE",419284.621088,5288423.07034,0,30.4690740411535,18.2814444246921,4.87505184658456,4.87505184658456,0,255,192,0,0.45,0,0,0
"53_50_TSHE",419283.177806,5288425.80073,0,27.3216987201186,16.3930192320712,4.37147179521897,4.37147179521897,0,255,192,0,0.385,0,0,0
"53_51_ABAM",419280.765097,5288430.28171,0,33.0110256837018,19.8066154102211,5.28176410939228,5.28176410939228,0,0,192,0,0.518,0,0,0
"53_52_TSHE",419283.850074,5288436.84844,0,30.0051943070296,18.0031165842178,4.80083108912474,4.80083108912474,0,255,192,0,0.44,0,0,0
"53_53_TSHE",419287.689181,5288433.41276,0,29.5342405632889,17.7205443379734,4.72547849012623,4.72547849012623,0,255,192,0,0.43,0,0,0
