"TreeID","X","Y","Elevation","Height_m","CBH_m","MinCrownDia_m","MaxCrownDia_m","rotation","R","G","B","DBH_m","LeanFromVertical","LeanAzimuth","StatusCode"
"49_1_TSHE",419366.933644,5288549.95384,0,34.0296724244017,20.417803454641,5.44474758790427,5.44474758790427,0,255,192,0,0.532,0,0,0
"49_2_TSHE",419368.467472,5288551.51485,0,25.5394063230259,15.3236437938155,4.08630501168414,4.08630501168414,0,255,192,0,0.351,0,0,0
"49_3_TSHE",419368.256283,5288548.21757,0,25.268566972687,15.1611401836122,4.04297071562992,4.04297071562992,0,0,192,0,0.346,0,0,0
"49_4_TSHE",419368.295552,5288545.34134,0,31.4656696608791,18.8794017965275,5.03450714574066,5.03450714574066,0,255,192,0,0.472,0,0,0
"49_5_ABAM",419376.14515,5288546.09214,0,22.1023608686472,13.2614165211883,3.53637773898356,3.53637773898356,0,0,192,0,0.32,0,0,0
"49_6_ABAM",419378.413863,5288541.56846,0,30.514473934787,18.3086843608722,4.88231582956592,4.88231582956592,0,255,192,0,0.468,0,0,0
"49_7_ABAM",419376.841286,5288533.23671,0,26.9115446927997,16.1469268156798,4.30584715084796,4.30584715084796,0,255,192,0,0.401,0,0,0
"49_8_ABAM",419376.302752,5288546.21528,0,13.1668989880599,7.90013939283594,2.10670383808958,2.10670383808958,0,0,192,0,0.19,0,0,0
"49_9_ABAM",419374.825929,5288530.82005,0,32.7194442349611,19.6316665409767,5.23511107759378,5.23511107759378,0,255,192,0,0.512,0,0,0
"49_10_ABAM",419373.969229,5288528.0382,0,27.247202898782,16.3483217392692,4.35955246380512,4.35955246380512,0,255,192,0,0.407,0,0,0
"49_11_TSHE",419371.033797,5288528.78005,0,24.7751230283009,14.8650738169806,3.96401968452815,3.96401968452815,0,255,192,0,0.337,0,0,0
"49_12_TSHE",419369.856281,5288526.69381,0,26.232876512104,15.7397259072624,4.19726024193663,4.19726024193663,0,255,192,0,0.364,0,0,0
"49_13_ABAM",419367.374553,5288525.03945,0,32.0803598790159,19.2482159274095,5.13285758064254,5.13285758064254,0,0,192,0,0.499,0,0,0
"49_14_ABAM",419365.927185,5288521.89117,0,30.6686688812192,18.4012013287315,4.90698702099508,4.90698702099508,0,0,192,0,0.471,0,0,0
"49_15_TSHE",419361.724553,5288516.92554,0,33.1143245244369,19.8685947146621,5.2982919239099,5.2982919239099,0,255,192,0,0.51,0,0,0
"49_16_TSHE",419354.50089,5288521.79371,0,22.8385383442005,13.7031230065203,3.65416613507208,3.65416613507208,0,255,192,0,0.303,0,0,0
"49_17_ABAM",419354.49749,5288524.50422,0,36.8404102163115,22.1042461297869,5.89446563460984,5.89446563460984,0,0,192,0,0.601,0,0,0
"49_18_TSHE",419350.641021,5288526.77288,0,31.5546877575218,18.9328126545131,5.04875004120349,5.04875004120349,0,255,192,0,0.474,0,0,0
"49_19_TSHE",419346.444173,5288528.3394,0,25.8079377240991,15.4847626344594,4.12927003585585,4.12927003585585,0,255,192,0,0.356,0,0,0
"49_20_TSHE",419351.453143,5288538.16292,0,37.5473649372454,22.5284189623472,6.00757838995926,6.00757838995926,0,255,192,0,0.623,0,0,0
"49_21_TSHE",419352.509558,5288543.12276,0,28.6680364709484,17.200821882569,4.58688583535174,4.58688583535174,0,255,192,0,0.412,0,0,0
"49_22_ABAM",419357.00451,5288546.50806,0,19.7191929191052,11.8315157514631,3.15507086705683,3.15507086705683,0,0,192,0,0.283,0,0,0
"49_23_TSHE",419361.25341,5288548.31732,0,35.3922552864415,21.2353531718649,5.66276084583064,5.66276084583064,0,0,192,0,0.566,0,0,0
